### START OF SIDE LOADING POSSIBLE HIJACK LIST - FORMAT (dllname, binary file)
(xmllite.dll,C:\Windows\System32\dxcap.exe)
(xmllite.dll,C:\Windows\System32\dxpserver.exe)
(xmllite.dll,C:\Windows\System32\mdmdiagnosticstool.exe)
(xmllite.dll,C:\Windows\System32\mousocoreworker.exe)
(xmllite.dll,C:\Windows\System32\musnotificationux.exe)
(xmllite.dll,C:\Windows\System32\musnotifyicon.exe)
(xmllite.dll,C:\Windows\System32\omadmclient.exe)
(xmllite.dll,C:\Windows\System32\psr.exe)
(xmllite.dll,C:\Windows\System32\resetengine.exe)
(xmllite.dll,C:\Windows\System32\sppsvc.exe)
(xmllite.dll,C:\Windows\System32\systemreset.exe)
(xmllite.dll,C:\Windows\System32\tracerpt.exe)
(xmllite.dll,C:\Windows\System32\upfc.exe)
(xmllite.dll,C:\Windows\System32\usocoreworker.exe)
(xmllite.dll,C:\Windows\System32\vsgraphicsdesktopengine.exe)
(xmllite.dll,C:\Windows\System32\vsgraphicsremoteengine.exe)
(xmllite.dll,C:\Windows\System32\wbengine.exe)
(xolehlp.dll,C:\Windows\System32\msdtc.exe)
(xpsservices.dll,C:\Windows\System32\printfilterpipelinesvc.exe)
### END OF SIDE LOADING POSSIBLE HIJACK LIST - FORMAT (dllname, binary file)
### START OF ENV VAR POSSIBLE HIJACK LIST - FORMAT (dllname, binary file, env var name)
(applicationframe.dll,C:\Windows\System32\applicationframehost.exe,SYSTEMROOT)
(bcrypt.dll,C:\Windows\System32\shellappruntime.exe,SYSTEMROOT)
(cabinet.dll,C:\Windows\System32\logman.exe,SYSTEMROOT)
(cabview.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(comdlg32.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(comdlg32.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(connect.dll,C:\Windows\System32\rasphone.exe,SYSTEMROOT)
(credui.dll,C:\Windows\System32\rasphone.exe,SYSTEMROOT)
(cscobj.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(cscobj.dll,C:\Windows\System32\compmgmtlauncher.exe,SYSTEMROOT)
(cscobj.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(cscui.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(cscui.dll,C:\Windows\System32\compmgmtlauncher.exe,SYSTEMROOT)
(cscui.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(dataexchange.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(dataexchange.dll,C:\Windows\System32\charmap.exe,SYSTEMROOT)
(dataexchange.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(davclnt.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(davclnt.dll,C:\Windows\System32\msdt.exe,SYSTEMROOT)
(davclnt.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(davclnt.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(davclnt.dll,C:\Windows\System32\tabcal.exe,SYSTEMROOT)
(davclnt.dll,C:\Windows\System32\verifier.exe,SYSTEMROOT)
(davclnt.dll,C:\Windows\System32\workfolders.exe,SYSTEMROOT)
(davclnt.dll,C:\Windows\System32\write.exe,SYSTEMROOT)
(dbghelp.dll,C:\Windows\System32\bdehdcfg.exe,WINDIR)
(dbghelp.dll,C:\Windows\System32\deploymentcsphelper.exe,WINDIR)
(dbghelp.dll,C:\Windows\System32\djoin.exe,WINDIR)
(dbghelp.dll,C:\Windows\System32\dnscacheugc.exe,WINDIR)
(dbghelp.dll,C:\Windows\System32\ieunatt.exe,WINDIR)
(dbghelp.dll,C:\Windows\System32\muiunattend.exe,WINDIR)
(dbghelp.dll,C:\Windows\System32\netbtugc.exe,WINDIR)
(dbghelp.dll,C:\Windows\System32\netiougc.exe,WINDIR)
(dbghelp.dll,C:\Windows\System32\pnpunattend.exe,WINDIR)
(dbghelp.dll,C:\Windows\System32\reagentc.exe,WINDIR)
(dbghelp.dll,C:\Windows\System32\setupugc.exe,WINDIR)
(defragproxy.dll,C:\Windows\System32\dfrgui.exe,SYSTEMROOT)
(desktopshellext.dll,C:\Windows\System32\sihost.exe,SYSTEMROOT)
(devicepairing.dll,C:\Windows\System32\devicepairingwizard.exe,SYSTEMROOT)
(drprov.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(drprov.dll,C:\Windows\System32\msdt.exe,SYSTEMROOT)
(drprov.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(drprov.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(drprov.dll,C:\Windows\System32\tabcal.exe,SYSTEMROOT)
(drprov.dll,C:\Windows\System32\verifier.exe,SYSTEMROOT)
(drprov.dll,C:\Windows\System32\workfolders.exe,SYSTEMROOT)
(drprov.dll,C:\Windows\System32\write.exe,SYSTEMROOT)
(dsrole.dll,C:\Windows\System32\filehistory.exe,SYSTEMROOT)
(dui70.dll,C:\Windows\System32\rasphone.exe,SYSTEMROOT)
(eappcfg.dll,C:\Windows\System32\rasphone.exe,SYSTEMROOT)
(efsutil.dll,C:\Windows\System32\filehistory.exe,SYSTEMROOT)
(execmodelproxy.dll,C:\Windows\System32\calc.exe,SYSTEMROOT)
(explorerframe.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(explorerframe.dll,C:\Windows\System32\control.exe,SYSTEMROOT)
(explorerframe.dll,C:\Windows\System32\filehistory.exe,SYSTEMROOT)
(explorerframe.dll,C:\Windows\System32\mstsc.exe,SYSTEMROOT)
(explorerframe.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(fastprox.dll,C:\Windows\System32\cttune.exe,SYSTEMROOT)
(fastprox.dll,C:\Windows\System32\devicecensus.exe,SYSTEMROOT)
(fastprox.dll,C:\Windows\System32\driverquery.exe,SYSTEMROOT)
(fastprox.dll,C:\Windows\System32\getmac.exe,SYSTEMROOT)
(fastprox.dll,C:\Windows\System32\licensingdiag.exe,SYSTEMROOT)
(fastprox.dll,C:\Windows\System32\msinfo32.exe,SYSTEMROOT)
(fastprox.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(fastprox.dll,C:\Windows\System32\systeminfo.exe,SYSTEMROOT)
(fastprox.dll,C:\Windows\System32\tasklist.exe,SYSTEMROOT)
(fddevquery.dll,C:\Windows\System32\ddodiag.exe,SYSTEMROOT)
(fhcfg.dll,C:\Windows\System32\filehistory.exe,SYSTEMROOT)
(flightsettings.dll,C:\Windows\System32\devicecensus.exe,SYSTEMROOT)
(fwpuclnt.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(idstore.dll,C:\Windows\System32\devicecensus.exe,SYSTEMROOT)
(idstore.dll,C:\Windows\System32\shellappruntime.exe,SYSTEMROOT)
(iphlpapi.dll,C:\Windows\System32\dpiscaling.exe,SYSTEMROOT)
(iphlpapi.dll,C:\Windows\System32\rasphone.exe,SYSTEMROOT)
(iphlpapi.dll,C:\Windows\System32\slui.exe,SYSTEMROOT)
(licensingdiagspp.dll,C:\Windows\System32\licensingdiag.exe,WINDIR)
(logoncontroller.dll,C:\Windows\System32\logonui.exe,SYSTEMROOT)
(lpksetupproxyserv.dll,C:\Windows\System32\lpksetup.exe,SYSTEMROOT)
(mmdevapi.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(mmdevapi.dll,C:\Windows\System32\devicecensus.exe,SYSTEMROOT)
(mmdevapi.dll,C:\Windows\System32\mblctr.exe,SYSTEMROOT)
(mmdevapi.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(mmdevapi.dll,C:\Windows\System32\presentationsettings.exe,SYSTEMROOT)
(mmdevapi.dll,C:\Windows\System32\sndvol.exe,SYSTEMROOT)
(mpr.dll,C:\Windows\System32\filehistory.exe,SYSTEMROOT)
(msctf.dll,C:\Windows\System32\conhost.exe,SYSTEMROOT)
(msctf.dll,C:\Windows\System32\filehistory.exe,SYSTEMROOT)
(msctf.dll,C:\Windows\System32\mstsc.exe,SYSTEMROOT)
(mswb7.dll,C:\Windows\System32\control.exe,SYSTEMROOT)
(mswsock.dll,C:\Windows\System32\curl.exe,SYSTEMROOT)
(mswsock.dll,C:\Windows\System32\devicecensus.exe,SYSTEMROOT)
(mswsock.dll,C:\Windows\System32\ftp.exe,SYSTEMROOT)
(mswsock.dll,C:\Windows\System32\hostname.exe,SYSTEMROOT)
(mswsock.dll,C:\Windows\System32\nslookup.exe,SYSTEMROOT)
(mswsock.dll,C:\Windows\System32\rpcping.exe,SYSTEMROOT)
(mswsock.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(napinsp.dll,C:\Windows\System32\ftp.exe,SYSTEMROOT)
(napinsp.dll,C:\Windows\System32\hostname.exe,SYSTEMROOT)
(napinsp.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(ncrypt.dll,C:\Windows\System32\filehistory.exe,SYSTEMROOT)
(ndfapi.dll,C:\Windows\System32\dpiscaling.exe,SYSTEMROOT)
(ndfapi.dll,C:\Windows\System32\slui.exe,SYSTEMROOT)
(netprofm.dll,C:\Windows\System32\fxscover.exe,SYSTEMROOT)
(netprofm.dll,C:\Windows\System32\rdpclip.exe,SYSTEMROOT)
(netsetupapi.dll,C:\Windows\System32\rasphone.exe,SYSTEMROOT)
(netshell.dll,C:\Windows\System32\rasphone.exe,SYSTEMROOT)
(networkexplorer.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(networkexplorer.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(nlansp_c.dll,C:\Windows\System32\ftp.exe,SYSTEMROOT)
(nlansp_c.dll,C:\Windows\System32\hostname.exe,SYSTEMROOT)
(nlansp_c.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(npmproxy.dll,C:\Windows\System32\apphostregistrationverifier.exe,SYSTEMROOT)
(npmproxy.dll,C:\Windows\System32\devicecensus.exe,SYSTEMROOT)
(npmproxy.dll,C:\Windows\System32\directxdatabaseupdater.exe,SYSTEMROOT)
(npmproxy.dll,C:\Windows\System32\fxscover.exe,SYSTEMROOT)
(npmproxy.dll,C:\Windows\System32\microsoft.uev.synccontroller.exe,SYSTEMROOT)
(npmproxy.dll,C:\Windows\System32\rdpclip.exe,SYSTEMROOT)
(ntlanman.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(ntlanman.dll,C:\Windows\System32\msdt.exe,SYSTEMROOT)
(ntlanman.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(ntlanman.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(ntlanman.dll,C:\Windows\System32\tabcal.exe,SYSTEMROOT)
(ntlanman.dll,C:\Windows\System32\verifier.exe,SYSTEMROOT)
(ntlanman.dll,C:\Windows\System32\workfolders.exe,SYSTEMROOT)
(ntlanman.dll,C:\Windows\System32\write.exe,SYSTEMROOT)
(ntshrui.dll,C:\Windows\System32\compmgmtlauncher.exe,SYSTEMROOT)
(ntshrui.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(p9np.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(p9np.dll,C:\Windows\System32\msdt.exe,SYSTEMROOT)
(p9np.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(p9np.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(p9np.dll,C:\Windows\System32\tabcal.exe,SYSTEMROOT)
(p9np.dll,C:\Windows\System32\verifier.exe,SYSTEMROOT)
(p9np.dll,C:\Windows\System32\workfolders.exe,SYSTEMROOT)
(p9np.dll,C:\Windows\System32\write.exe,SYSTEMROOT)
(pdh.dll,C:\Windows\System32\logman.exe,SYSTEMROOT)
(pla.dll,C:\Windows\System32\logman.exe,SYSTEMROOT)
(pnrpnsp.dll,C:\Windows\System32\ftp.exe,SYSTEMROOT)
(pnrpnsp.dll,C:\Windows\System32\hostname.exe,SYSTEMROOT)
(pnrpnsp.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(propsys.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(propsys.dll,C:\Windows\System32\cleanmgr.exe,SYSTEMROOT)
(propsys.dll,C:\Windows\System32\control.exe,SYSTEMROOT)
(propsys.dll,C:\Windows\System32\ddodiag.exe,SYSTEMROOT)
(propsys.dll,C:\Windows\System32\dfrgui.exe,SYSTEMROOT)
(propsys.dll,C:\Windows\System32\fxscover.exe,SYSTEMROOT)
(propsys.dll,C:\Windows\System32\licensingdiag.exe,SYSTEMROOT)
(propsys.dll,C:\Windows\System32\msdt.exe,SYSTEMROOT)
(propsys.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(propsys.dll,C:\Windows\System32\presentationsettings.exe,SYSTEMROOT)
(propsys.dll,C:\Windows\System32\tabcal.exe,SYSTEMROOT)
(propsys.dll,C:\Windows\System32\verifier.exe,SYSTEMROOT)
(rasgcw.dll,C:\Windows\System32\rasphone.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\compmgmtlauncher.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\disksnapshot.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\filehistory.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\licensingdiag.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\lpksetup.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\microsoft.uev.synccontroller.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\phoneactivate.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\rmactivate.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\scriptrunner.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\sppextcomobj.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\tzsync.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\uevappmonitor.exe,SYSTEMROOT)
(rsaenh.dll,C:\Windows\System32\useraccountcontrolsettings.exe,SYSTEMROOT)
(sapi_onecore.dll,C:\Windows\System32\devicecensus.exe,SYSTEMROOT)
(shell32.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(shell32.dll,C:\Windows\System32\control.exe,SYSTEMROOT)
(shell32.dll,C:\Windows\System32\dpiscaling.exe,SYSTEMROOT)
(shell32.dll,C:\Windows\System32\mobsync.exe,SYSTEMROOT)
(shell32.dll,C:\Windows\System32\mstsc.exe,SYSTEMROOT)
(shell32.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(shell32.dll,C:\Windows\System32\presentationsettings.exe,SYSTEMROOT)
(shell32.dll,C:\Windows\System32\shellappruntime.exe,SYSTEMROOT)
(shell32.dll,C:\Windows\System32\wallpaperhost.exe,SYSTEMROOT)
(sspicli.dll,C:\Windows\System32\compmgmtlauncher.exe,SYSTEMROOT)
(sspicli.dll,C:\Windows\System32\rasphone.exe,SYSTEMROOT)
(structuredquery.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(structuredquery.dll,C:\Windows\System32\control.exe,SYSTEMROOT)
(structuredquery.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(twext.dll,C:\Windows\System32\compmgmtlauncher.exe,SYSTEMROOT)
(twinapi.dll,C:\Windows\System32\rasphone.exe,SYSTEMROOT)
(twinapi.dll,C:\Windows\System32\rdpclip.exe,SYSTEMROOT)
(twinui.appcore.dll,C:\Windows\System32\calc.exe,SYSTEMROOT)
(uianimation.dll,C:\Windows\System32\cloudnotifications.exe,SYSTEMROOT)
(uianimation.dll,C:\Windows\System32\gamepanel.exe,SYSTEMROOT)
(wbemprox.dll,C:\Windows\System32\cttune.exe,SYSTEMROOT)
(wbemprox.dll,C:\Windows\System32\devicecensus.exe,SYSTEMROOT)
(wbemprox.dll,C:\Windows\System32\driverquery.exe,SYSTEMROOT)
(wbemprox.dll,C:\Windows\System32\getmac.exe,SYSTEMROOT)
(wbemprox.dll,C:\Windows\System32\gpresult.exe,SYSTEMROOT)
(wbemprox.dll,C:\Windows\System32\licensingdiag.exe,SYSTEMROOT)
(wbemprox.dll,C:\Windows\System32\msinfo32.exe,SYSTEMROOT)
(wbemprox.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(wbemprox.dll,C:\Windows\System32\systeminfo.exe,SYSTEMROOT)
(wbemprox.dll,C:\Windows\System32\taskkill.exe,SYSTEMROOT)
(wbemprox.dll,C:\Windows\System32\tasklist.exe,SYSTEMROOT)
(wbemsvc.dll,C:\Windows\System32\cttune.exe,SYSTEMROOT)
(wbemsvc.dll,C:\Windows\System32\devicecensus.exe,SYSTEMROOT)
(wbemsvc.dll,C:\Windows\System32\driverquery.exe,SYSTEMROOT)
(wbemsvc.dll,C:\Windows\System32\getmac.exe,SYSTEMROOT)
(wbemsvc.dll,C:\Windows\System32\licensingdiag.exe,SYSTEMROOT)
(wbemsvc.dll,C:\Windows\System32\msinfo32.exe,SYSTEMROOT)
(wbemsvc.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(wbemsvc.dll,C:\Windows\System32\systeminfo.exe,SYSTEMROOT)
(wbemsvc.dll,C:\Windows\System32\tasklist.exe,SYSTEMROOT)
(wdi.dll,C:\Windows\System32\dpiscaling.exe,SYSTEMROOT)
(wdi.dll,C:\Windows\System32\slui.exe,SYSTEMROOT)
(wevtapi.dll,C:\Windows\System32\filehistory.exe,SYSTEMROOT)
(wevtapi.dll,C:\Windows\System32\logman.exe,SYSTEMROOT)
(windows.storage.search.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(windows.storage.search.dll,C:\Windows\System32\control.exe,SYSTEMROOT)
(windows.storage.search.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\calc.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\compmgmtlauncher.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\control.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\dfrgui.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\filehistory.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\licensingdiag.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\msdt.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\mstsc.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\presentationsettings.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\rdpclip.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\tabcal.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\verifier.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\wfs.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\workfolders.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\write.exe,SYSTEMROOT)
(windows.storage.dll,C:\Windows\System32\wscollect.exe,SYSTEMROOT)
(windowscodecs.dll,C:\Windows\System32\compmgmtlauncher.exe,SYSTEMROOT)
(windowscodecs.dll,C:\Windows\System32\dfrgui.exe,SYSTEMROOT)
(windowscodecs.dll,C:\Windows\System32\filehistory.exe,SYSTEMROOT)
(windowscodecs.dll,C:\Windows\System32\gamepanel.exe,SYSTEMROOT)
(windowscodecs.dll,C:\Windows\System32\mstsc.exe,SYSTEMROOT)
(windowscodecs.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(windowscodecs.dll,C:\Windows\System32\presentationsettings.exe,SYSTEMROOT)
(windowscodecs.dll,C:\Windows\System32\wfs.exe,SYSTEMROOT)
(windowscodecs.dll,C:\Windows\System32\winver.exe,SYSTEMROOT)
(windowscodecs.dll,C:\Windows\System32\wscollect.exe,SYSTEMROOT)
(windowscodecsext.dll,C:\Windows\System32\wfs.exe,SYSTEMROOT)
(windowsudk.shellcommon.dll,C:\Windows\System32\compmgmtlauncher.exe,SYSTEMROOT)
(winrnr.dll,C:\Windows\System32\ftp.exe,SYSTEMROOT)
(winrnr.dll,C:\Windows\System32\hostname.exe,SYSTEMROOT)
(winrnr.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(wlidprov.dll,C:\Windows\System32\devicecensus.exe,SYSTEMROOT)
(wlidprov.dll,C:\Windows\System32\shellappruntime.exe,SYSTEMROOT)
(wmidcom.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(wmiutils.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(wmiutils.dll,C:\Windows\System32\tasklist.exe,SYSTEMROOT)
(wpdshext.dll,C:\Windows\System32\certreq.exe,SYSTEMROOT)
(wpdshext.dll,C:\Windows\System32\notepad.exe,SYSTEMROOT)
(wshbth.dll,C:\Windows\System32\ftp.exe,SYSTEMROOT)
(wshbth.dll,C:\Windows\System32\hostname.exe,SYSTEMROOT)
(wshbth.dll,C:\Windows\System32\stordiag.exe,SYSTEMROOT)
(xmllite.dll,C:\Windows\System32\compmgmtlauncher.exe,SYSTEMROOT)
(xmllite.dll,C:\Windows\System32\filehistory.exe,SYSTEMROOT)
(xwizards.dll,C:\Windows\System32\devicepairingwizard.exe,SYSTEMROOT)
(xwizards.dll,C:\Windows\System32\rasphone.exe,SYSTEMROOT)
(xwtpw32.dll,C:\Windows\System32\devicepairingwizard.exe,SYSTEMROOT)
(xwtpw32.dll,C:\Windows\System32\rasphone.exe,SYSTEMROOT)
### END OF ENV VAR POSSIBLE HIJACK LIST - FORMAT (dllname, binary file, env var name)
### START OF SEARCH ORDER POSSIBLE HIJACK LIST - FORMAT (dllname, binary file, condition if any)
(dismcore.dll,C:\Windows\System32\dism.exe,Windows 7)
### END OF SEARCH ORDER POSSIBLE HIJACK LIST - FORMAT (dllname, binary file, condition if any)
### START OF PHANTOM POSSIBLE HIJACK LIST - FORMAT (dllname, binary file, condition if any)
(wlbsctrl.dll,C:\Windows\System32\svchost.exe,IKEEXT Service on Windows <=8)
### END OF PHANTOM POSSIBLE HIJACK LIST - FORMAT (dllname, binary file, condition if any)
